name,city,address,website,email,phone,fax,employees,year_founded,net_assets
IE Industrial Engineering Zürich AG,Zürich,IE Industrial Engineering Zürich AG Wiesenstr. 7 8008 Zürich Schweiz,www.ie-group.com,e.sakiri@ie-group.com,+41 443898600,+41 443898601,,,
IEF-Werner GmbH,Furtwangen,IEF-Werner GmbH Wendelhofstr. 6 78120 Furtwangen Deutschland,www.ief.de,info@ief-werner.de,+49 7723-9250,+49 7723925100,,,
IEP Technologies GmbH,Ratingen,IEP Technologies GmbH Kaiserswerther Str. 85 c 40878 Ratingen Deutschland,www.ieptechnologies.com,info@IEPTechnologies.com,+49 2102-5889 0,+49 2102-5889-11,,,
IFC Intelligent Feeding Components,Oedheim,IFC Intelligent Feeding Components Paul-Böhringer-Str. 8 74229 Oedheim Deutschland,www.ifc-online.com,info@ifc-online.com,+49 7136 963950,+49 7136 963959,,,
IfCC GmbH,Dieburg,IfCC GmbH Am Bauhof 16 64807 Dieburg Deutschland,www.ifcc.de,info@ifcc.de,+49 6071 4993190,,,,
ife Institut für Einzelfertiger GmbH,Kaarst,ife Institut für Einzelfertiger GmbH Rathausstr. 1 41564 Kaarst Deutschland,www.ife-institut-einzelfertige,info@ife-institut-einzelfertiger.de,+49 2131-4066977,,,,
ifm datalink gmbh,Fürth,ifm datalink gmbh Benno-Strauß-Str. 1 90763 Fürth Deutschland,www.ifm-datalink.com,info@ifm-datalink.com,+49 911-9986880,+49 911-99868877,,,
ifm electronic GmbH,Essen,ifm electronic GmbH Friedrichstr. 1 45128 Essen Deutschland,www.ifm.com,info@ifm.com,+49 201-2422-0,+49 201-2422-1200,,,
Iftest AG,WETTINGEN,Iftest AG Schwimmbadstr. 43 5430 WETTINGEN Schweiz,www.iftest.ch,info@iftest.ch,+41 564373737,+41 564373750,,,
IGEFA Handelsgesellschaft mbh & Co. KG,Ahrensfelde,IGEFA Handelsgesellschaft mbh & Co. KG Henry-Kruse-Str. 1 16356 Ahrensfelde Deutschland,www.igefa.de,info@igefa.de,+49 33394/51-0,+49 33394/51-210,,,
Igel Elektronik GmbH,Dortmund,Igel Elektronik GmbH Hauert 14 a 44227 Dortmund Deutschland,www.igelelektronik.de,info@igelelectric.de,+49 2317-93050-0,+49 2317-93050-2020,,,
IGEL Ingenieurgemeinschaft Erich Leitner AG,München,IGEL Ingenieurgemeinschaft Erich Leitner AG Anton-Ditt-Bogen 27 80939 München Deutschland,www.igel.ag,info@igel.ag,+49 89-55279090,+49 89 5527909-400,,,
iGrafx GmbH,Karlsfeld,iGrafx GmbH Dr.-Johann-Heitzer-Str. 2 85757 Karlsfeld Deutschland,www.igrafx.de,info.de@igrafx.com,+49 8131-3175100,+49 89-12471101,,,
igus GmbH,Köln,igus GmbH Spicher Str. 1 a 51147 Köln Deutschland,www.igus.de,info@igus.de,+49 2203-96490,+49 -222,,,
IKA-Werke GmbH & Co. KG,Staufen,IKA-Werke GmbH & Co. KG Janke & Kunkel-Str. 10 79219 Staufen Deutschland,www.ikaprocess.com,process@ika.de,+49 7633 831 0,,"ca.900, weltweit 13 Standorte auf vier Kontinenten",1910,183 Mio. € (Geschäftsjahr 2022)
ILME GmbH Elektrotechnische Handelsgesellschaft,Wiehl,ILME GmbH Elektrotechnische Handelsgesellschaft Max-Planck-Str. 12 51674 Wiehl Deutschland,www.ilme.de,technik@ilme.de,+49 2261-79550,+49 2261-79555,,,
ILUDEST Destillationsanlagen GmbH,Waldbüttelbrunn,ILUDEST Destillationsanlagen GmbH Dachdeckerstr. 1 97297 Waldbüttelbrunn Deutschland,www.iludest.com,info@iludest.de,+49 931-497090,+49 9314042099,,,
Imagic Bildverarbeitung AG,Glattbrugg,Imagic Bildverarbeitung AG Europa-Str. 27 8152 Glattbrugg Schweiz,www.imagic.ch,info@imagic.ch,+41 44 8094060,+41 44 8094061,,,
Imago Technologies GmbH,Friedberg,Imago Technologies GmbH Straßheimer Str. 45 61169 Friedberg Deutschland,www.imago-technologies.com,info.itf@imago-technologies.com,+49 6041-968672,+49 6031-6842612,,,
IMAGO Technologies GmbH,Bensheim,Antares Vision S.r.l. Via del Ferro 16 25039 Travagliato Italien,www.antaresvision.com,info@antaresvision.com,+39 30-7283500,+39 30-5109958,,,
imc Test & Measurement GmbH,Friedrichsdorf,imc Test & Measurement GmbH Max-Planck-Str. 22 b 61381 Friedrichsdorf Deutschland,www.imc-frankfurt.de,info@imc-frankfurt.de,+49 6172-596720,+49 6172 59672-222,,,
IMDES CREATIVE SOLUTIONS,Bad Bentheim,IMDES CREATIVE SOLUTIONS Schulstr. 21 48455 Bad Bentheim Deutschland,www.imdes.de,info@imdes.de,+49 5924-997337,+49 5924-997338,,,
Imoberdorf AG Maschinenfabrik,OENSINGEN,Imoberdorf AG Maschinenfabrik Werkhofstr. 5 4702 OENSINGEN Schweiz,www.imoberdorf.com,verkauf@imoberdorf.com,+41 623885151,+41 623885155,,,
IMS Gear SE & Co. KGaA Manufacturing Engineering Business,Donaueschingen,IMS Gear SE & Co. KGaA Manufacturing Engineering Business Heinrich-Hertz-Str. 16 78166 Donaueschingen Deutschland,www.imsgear.com,info@imsgear.com,+49 771-8507-0,+49 771-8507-444,,,
IMS Integrierte Management- systeme AG,Rotkreuz,IMS Integrierte Management- systeme AG Suurstoffi 2 6343 Rotkreuz Schweiz,www.ims-ag.com,info@ims-ag.com,+41 41 798 04 90,+41 417980488,,,
ims Internationaler Medienservice Stein GmbH & Co. KG,Hamburg,ims Internationaler Medienservice Stein GmbH & Co. KG Hopfensack 19 20457 Hamburg Deutschland,www.ims-online.de,rechnungen@ims-online.de,+49 40-235133400,+49 40 235133-300,,,
IMS Verbindungstechnik GmbH & Co.KG,Neuenstein,IMS Verbindungstechnik GmbH & Co.KG Robert-Bosch-Str. 5 74632 Neuenstein Deutschland,http://www.ims-verbindungstechnik.com,info@ims-verbindungstechnik.com,+49 7942-9131-0,+49 7942-9131-52,,,
imtmedical ag,Buchs,imtmedical ag Gewerbestr. 8 9470 Buchs Schweiz,www.imtmedical.com,,+41 817506699,+41 817506695,,,
IN Integrierte Informations- systeme GmbH,Konstanz,IN Integrierte Informations- systeme GmbH Am Seerhein 8 78467 Konstanz Deutschland,www.in-gmbh.de,info@in-gmbh.de,+49 7531-8145-0,+49 7531814581,,,
in-tech GmbH,Garching,in-tech GmbH Parkring 2 85748 Garching Deutschland,www.in-tech.com,in-tech@in-tech.de,+49 8932198150,+49 89/3219815-99,,,
Inasoft GmbH,Lyssach,Inasoft GmbH Bahnhofstr. 6 3421 Lyssach Schweiz,www.inasoft.ch,info@inasoft.ch,+41 34 4452010,+41 34 4452010,,,
INCLUSIFY AG,Nürnberg,INCLUSIFY AG Rothenburger Str. 241 90439 Nürnberg Deutschland,www.inclusify.de,office@inclusify.de,+49 911/ 95153740,,,,
Inconso GmbH,Bad Nauheim,Inconso GmbH In der Hub 2 - 8 61231 Bad Nauheim Deutschland,www.inconso.de,mail@inconso.de,+49 6032-3480,+49 6032348100,,,
iNDAT Robotics GmbH,Ginsheim-Gustavsburg,iNDAT Robotics GmbH Ginsheimer Str. 8 65462 Ginsheim-Gustavsburg Deutschland,www.indat.net,sekretariat@indat.net,+49 6134-56480,+49 6134/5648-29,,,
Index-Werke GmbH & Co. KG Hahn & Tessky,Esslingen,Index-Werke GmbH & Co. KG Hahn & Tessky Plochinger Str. 92 73730 Esslingen Deutschland,www.index-werke.de,info@index-werke.de,+49 711 31910,+49 711 3191587,,,
INDIUM CORPORATION OF AMERICA,UTICA,INDIUM CORPORATION OF AMERICA Lincoln Ave 1676 13502 UTICA USA,www.indium.com,askus@indium.com,+1 13158534900,+1 13158531000,,,
iNDTact GmbH,Würzburg,iNDTact GmbH Friedrich-Bergius-Ring 15 97076 Würzburg Deutschland,www.indtact.de,info@indtact.com,+49 931 29997330,+49 931 29997325,,,
Indu-Sol GmbH,Schmölln,Indu-Sol GmbH Blumenstr. 3 04626 Schmölln Deutschland,www.indu-sol.com,info@indu-sol.com,+49 34491-58180,+49 3657349291,,,
INDUNORM Bewegungstechnik GmbH,Duisburg,INDUNORM Bewegungstechnik GmbH Obere Kaiserswerther Str. 17 47249 Duisburg Deutschland,www.indunorm.eu,bt@indunorm.eu,+49 203-76910,+49 203/7691-292,,,
INDUS Holding AG,Bergisch Gladbach,INDUS Holding AG Kölner Str. 32 51429 Bergisch Gladbach Deutschland,www.indus.de,indus@indus.de,+49 2204-40000,+49 2204/54523,,,
Industrial and Financial Systems IFS Deutschland GmbH & Co. KG,Erlangen,Industrial and Financial Systems IFS Deutschland GmbH & Co. KG Am Weichselgarten 16 91058 Erlangen Deutschland,www.ifsworld.com/de,ifsde@ifsworld.com,+49 9131-77340,+49 91317734119,,,
Industrial Computer Source Deutschland GmbH,Pulheim,Industrial Computer Source Deutschland GmbH Marie-Curie-Str. 9 50259 Pulheim Deutschland,www.ics-d.de,vertrieb@ics-d.de,+49 2234-982110,+49 22349821199,,,
Industrie Informatik GmbH,Linz,Industrie Informatik GmbH Wankmüllerhofstr. 58 4020 Linz Österreich,www.industrieinformatik.com,info@industrieinformatik.com,+43 43732-69780,+43 732-6978-12,,,
Industrie-Auktionshaus Bickel KG,Wittstock,Industrie-Auktionshaus Bickel KG Perleberger Str. 32 16909 Wittstock Deutschland,www.auktionshaus-bickel.de,info@auktionshaus-bickel.de,+49 3394-40140,+49 3394401499,,,
Industrieanzeiger Konradin-Verlag Robert Kohlhammer GmbH,Leinfelden-Echterdingen,Industrieanzeiger Konradin-Verlag Robert Kohlhammer GmbH Konradin-Verlag Robert Kohlhammer GmbH Ernst-Mey-Str. 8,Industrieanzeiger.de,media.industrie@konradin.de,+49711 7594552,,,,
Industrie-Partner GmbH,Coswig,Industrie-Partner GmbH An der Walze 11 01640 Coswig Deutschland,www.ip-coswig.de,info@ip-coswig.de,+49 3523 8310,+49 3523 83131,,,
INERTEC Löttechnik GmbH,Kreuzwertheim,INERTEC Löttechnik GmbH Kreuzstr. 17 97892 Kreuzwertheim Deutschland,www.inertec.de,info@inertec.de,+49 9342-92190,+49 9342921940,,,
Infastaub GmbH,Bad Homburg,Infastaub GmbH Niederstedter Weg 19 61348 Bad Homburg Deutschland,www.infastaub.de,infa@infastaub.de,+49 6172-30980,+49 6172309890,,,
Inficon GmbH,Köln,Inficon GmbH Bonner Str. 498 50968 Köln Deutschland,www.inficon.de,reach.germany@inficon.com,+49 221-567880,+49 -41429,,,
Infinite Devices GmbH,Magdeburg,Infinite Devices GmbH Nachtweide 99 39124 Magdeburg Deutschland,infinitedevices.io,hello@infinitedevices.io,+49 391 25877880,,,,
INFORM GmbH,Aachen,INFORM GmbH Pascalstr. 35 52076 Aachen Deutschland,http://www.inform-software.de,invent@inform-software.com,+49 2408 9456-1700,,,,
InfraLeuna GmbH,Leuna,InfraLeuna GmbH Am Haupttor 06237 Leuna Deutschland,www.infraleuna.de,pr@infraleuna.de,+49 3461-43-0,+49 3461-43-4445,,,
InfraServ GmbH & Co. Gendorf KG,Burgkirchen,InfraServ GmbH & Co. Gendorf KG 84504 Burgkirchen Deutschland,www.infraserv.gendorf.de,info@Infraserv.Gendorf.de,+49 8679-7-0,+49 86794545,,,
Infraserv GmbH & Co.Höchst KG,Frankfurt,Infraserv GmbH & Co.Höchst KG Industriepark Höchst Gebäude C 770 65926 Frankfurt Deutschland,www.infraserv.com,kundenservice@infraserv.com,+49 69-305-6767,+49 69-305-986767,,,
Yncoris GmbH & Co. KG,Hürth,Yncoris GmbH & Co. KG 50351 Hürth Deutschland,www.yncoris.com,info@infraserv-knapsack.de,+49 2233481212,+49 2233486503,,,
InfraTec GmbH Infrarotsensorik und Messtechnik,Dresden,InfraTec GmbH Infrarotsensorik und Messtechnik Gostritzer Str. 61-63 01217 Dresden Deutschland,www.infratec.de,web@infratec.de,+49 351 828760,+49 351 82876543,,,
Ing. Erich Geiss GmbH & Co. KG Elektrotechnische Fabrik,Sulzbach,Ing. Erich Geiss GmbH & Co. KG Elektrotechnische Fabrik Bahnstr. 28 65843 Sulzbach Deutschland,www.erichgeiss.de,info@erichgeiss.de,+49 6196-75132,+49 619675140,,,
Ing. Punzenberger Copa-Data GmbH,Ottobrunn,Copa-Data GmbH Karolingerstr. 7 B 5020 Salzburg Österreich,www.copadata.com,sales@copadata.com,+43 6624310020,+43 66243100223,,,
Ingersoll Werkzeuge GmbH,Haiger,Ingersoll Werkzeuge GmbH Kalteiche-Ring 21-25 35708 Haiger Deutschland,www.ingersoll-imc.de,info@ingersoll-imc.de,+49 2773-7420,+49 2773-742-814,,,
INGUN Prüfmittelbau GmbH,Konstanz,INGUN Prüfmittelbau GmbH Max-Stromeyer-Str. 162 78467 Konstanz Deutschland,www.ingun.com,info@ingun.com,+49 7531 8105-0,+49 7531-8105-65,,,
iniNet Solutions GmbH,Muttenz,iniNet Solutions GmbH Fichtenhagstr. 2 4132 Muttenz Schweiz,https://spidercontrol.net/,info@ininet.ch,+41 617169626,+41 617169617,,,
INMATEC Gase Technologie GmbH & Co. KG,Herrsching,INMATEC Gase Technologie GmbH & Co. KG Gewerbestr. 72 82211 Herrsching Deutschland,www.inmatec.de,info@inmatec.de,+49 8152-90970,+49 8152 909710,,,
INNEO Solutions GmbH,Ellwangen,INNEO Solutions GmbH Rindelbacher Str. 42 73479 Ellwangen Deutschland,www.inneo.com,inneo@inneo.de,+49 7961-8900,+49 7961/890-177,,,
InnoCoat GmbH,Nürnberg,InnoCoat GmbH Nimrodstr. 9 90441 Nürnberg Deutschland,www.inno-coat.de,info@inno-coat.de,+49 911-23980460,+49 911/2980469,,,
InnoLas Solutions GmbH,Krailling,InnoLas Solutions GmbH Pionierstr. 6 82152 Krailling Deutschland,www.innolas.de,info@innolas-solutions.com,+49 89-81059168,+49 89/ 8105 9168-1900,,,
Innomatec Test - und Sonderanlagen GmbH,Idstein,Innomatec Test - und Sonderanlagen GmbH Am Wörtzgarten 12 65510 Idstein Deutschland,www.innomatec.de,innomatec@innomatec.de,+49 6126-94200,+49 6126-942040,,,
InnoSenT GmbH,Donnersdorf,InnoSenT GmbH Am Rödertor 30 97499 Donnersdorf Deutschland,www.innosent.de,info@innosent.de,+49 9528 95180,+49 9528 951899,,,
INNOWATECH GmbH,Empfingen,INNOWATECH GmbH Alte Kaserne 28 72186 Empfingen Deutschland,www.innowatech.de,info@innowatech.de,+49 7485-9787470,+49 7485 978747-55,,,
INOCON GmbH,Rheinbach,INOCON GmbH Industriestr. 31 53359 Rheinbach Deutschland,www.inocon.de,info@inocon.de,+49 2226-909870,+49 222690 98 7 - 99,,,
InoNet Computer GmbH,Taufkirchen,InoNet Computer GmbH Wettersteinstr. 18 82024 Taufkirchen Deutschland,www.inonet.com,info@inonet.com,+49 89 / 66 60 96-0,+49 89/666096-100,,,
INOSOFT GmbH,Hiddenhausen,INOSOFT GmbH Bünder Str. 194 32120 Hiddenhausen Deutschland,www.inosoft.com,info@inosoft.com,+49 5221-1666-02,+49 5221-1666-50,,,
inotec AP GmbH,Wettenberg,inotec AP GmbH Felsweg 12 35435 Wettenberg Deutschland,www.inotec-AP.de,kontakt@inotec-ap.de,+49 641-98613-0,+49 641-98613-29,,,
Inovance Technology Europe GmbH,Pleidelsheim,Inovance Technology Europe GmbH Gottlieb-Daimler-Str. 17 /2 74385 Pleidelsheim Deutschland,www.inovance.eu,info@inovance.eu,+49 7144-899-0,+49 7144-899-299,,,
inpotron Schaltnetzteile GmbH,Hilzingen,inpotron Schaltnetzteile GmbH Hebelsteinstr. 5 78247 Hilzingen Deutschland,www.inpotron.com,info@inpotron.com,+49 7731-97570,+49 7731975710,,,
InQu Informatics GmbH,Dresden,InQu Informatics GmbH Sudhausweg 3 01099 Dresden Deutschland,www.inqu.de,office@inqu.de,+49 351-2131400,+49 351/2131444,,,
inray Industriesoftware GmbH,Schenefeld,inray Industriesoftware GmbH Holstenstr. 40 25560 Schenefeld Deutschland,www.inray.de,info@inray.de,+49 4892-80170,+49 4892/8017-1,,,
INSEVIS GmbH,Erlangen,INSEVIS GmbH Am Weichselgarten 7 91058 Erlangen Deutschland,www.insevis.de,info@insevis.de,+49 9131-691440,+49 9131691444,,,
Insituware LLC,Mullica,Insituware LLC Gilbreth Pkwy 107 08062 Mullica USA,www.insituware.com,info@insituware.com,+1 844 6560664,,,,
INSIZE GmbH & Co. KG,Siegen,INSIZE GmbH & Co. KG Homburger Str. 18 57074 Siegen Deutschland,www.insize.de,support@insize.de,+49 271 23577176,,,,
INSPEKTO Israel Headquaters,Ramat Gan,INSPEKTO Israel Headquaters Jabotinsky Road 7 5252007 Ramat Gan Israel,www.inspekto.com,info@inspekto.com,+972 972544228098,,,,
Institut für Fernunterricht Rolf Fr. Weber Verlags-GmbH,Großenkneten,Institut für Fernunterricht Rolf Fr. Weber Verlags-GmbH Neerstedter Str. 8 26197 Großenkneten Deutschland,www.fernschule-weber.de,info@fernschule-weber.de,+49 4487-263,+49 4487/264,,,
Instrument Systems Optische Messtechnik GmbH,München,Instrument Systems Optische Messtechnik GmbH Kastenbauerstr. 2 81677 München Deutschland,www.instrumentsystems.de,webinfo@instrumentsystems.de,+49 )89 45 49- 0,+49 8945494311,,,
INSYS MICROELECTRONICS GmbH,Regensburg,INSYS MICROELECTRONICS GmbH Hermann-Köhl-Str. 22 93049 Regensburg Deutschland,www.insys-icom.de,insys@insys-tec.de,+49 941-586920,+49 94158692-45,,,
INTEC International GmbH,Hechingen,INTEC International GmbH Killertalstr. 4 72379 Hechingen Deutschland,http://www.intec-international.com/de.html,kontakt@intec-international.com,+49 7477-91894-0,+49 7477-91894-71,,,
Interflux Electronics NV,Gent,Interflux Electronics NV Eddastraat 51 9042 Gent Belgien,www.interflux-electronics.com,info@interflux-electronics.com,+32 92514959,+32 92519636,,,
Intermas-Elcom GmbH,Darmstadt,Intermas-Elcom GmbH Daimlerweg 6 64293 Darmstadt Deutschland,www.intermas-el.com,info@intermas-el.com,+49 6151-13730,+49 6151-1373100,,,
Intertechnik Elze GmbH & Co. KG,Elze,Intertechnik Elze GmbH & Co. KG Wernher-von-Braun-Str. 1 31008 Elze Deutschland,www.ite.de,info@ite.de,+49 5068-4022-0,+49 5068-4022-2244,,,
Invensys Systems GmbH,Neuss,Invensys Systems GmbH Hermann-Klammt-Straße 1-3 41460 Neuss Deutschland,www.schneider-electric.de/de,de-schneider-service@schneider-electric.com,+49 2131-40620,+49 -167,,,
Inventec Performance Chemicals,Vincennes Cedex,INVENTEC Performance Materials avenue du Petit Parc 26 94683 Vincennes Cedex Frankreich,www.inventec.dehon.com,,+33 1-43987500,+33 1-43982151,,,
INVENTEC Performance Materials,Vincennes Cedex,INVENTEC Performance Materials avenue du Petit Parc 26 94683 Vincennes Cedex Frankreich,www.inventec.dehon.com,,+33 1-43987500,+33 1-43982151,,,
Inverto GmbH,Köln,Inverto GmbH Lichtstr. 43 I 50825 Köln Deutschland,www.inverto.com,kontakt@inverto.com,+49 221-4856870,+49 211/485687-140,,,
Invest in Mecklenburg-Vorpommern GmbH,Schwerin,Invest in Mecklenburg-Vorpommern GmbH Schloßgartenallee 15 19061 Schwerin Deutschland,www.invest-in-mv.de,info@invest-in-mv.de,+49 38559220,+49 385 59225-22,,,
IoTOS GmbH,Limburg,IoTOS GmbH Industriestr. 11-13 65549 Limburg Deutschland,www.iotos.io,info@iotos.io,+49 6431 968-570,,,,
IP Gansow GmbH,Unna,IP Gansow GmbH Dreherstr. 9 59425 Unna Deutschland,www.gansow.de,info@gansow.de,+49 2303-25800,+49 2303/2580-199,,,
Ipack Ima S.r.l.,RHO,Ipack Ima S.r.l. S.S. del Sempione 28 20017 RHO Italien,www.ipackima.it,cbassan@ipackima.it,+39 23191091,+39 233619826,,,
IPCO Germany GmbH,Fellbach,IPCO Germany GmbH Salierstr. 35 70736 Fellbach Deutschland,http://ipco.com,info.ipde@ipco.com,+49 711-51050,+49 711-5105-152,,,
IPETRONIK GmbH & Co. KG,Baden-Baden,IPETRONIK GmbH & Co. KG Im Rollfeld 28 76532 Baden-Baden Deutschland,www.ipetronik.com,info@ipetronik.com,+49 7221-99220,+49 7221/9922100,,,
IPG Automotive GmbH,Karlsruhe,IPG Automotive GmbH Bannwaldallee 60 76185 Karlsruhe Deutschland,www.ipg.de,info@ipg.de,+49 721-985200,+49 7219852099,,,
IPR Intelligente Peripherien für Roboter GmbH,Eppingen,IPR Intelligente Peripherien für Roboter GmbH Jakob-Dieffenbacher-Str. 4/2 75031 Eppingen Deutschland,www.iprworldwide.com,info@iprworldwide.com,+49 7262-9239-100,+49 7262-9239-400,,,
IPTE Germany GmbH,Heroldsberg,IPTE Germany GmbH Schleifweg 14 90562 Heroldsberg Deutschland,www.ipte.com,info@ipte.com,+49 911/7848-0,+49 911-7848-204,,,
IPV Industrie-Pumpen Vertriebs GmbH,Dresden,IPV Industrie-Pumpen Vertriebs GmbH Bosewitzer Str. 20 01259 Dresden Deutschland,www.industriepumpen.de,service@industriepumpen.de,+49 351 2879880,+49 351 28798820,,,
IQM TOOLS GMBH,Villingen-Schwenningen,IQM TOOLS GMBH Grabenäckerstr. 38 78054 Villingen-Schwenningen Deutschland,www.iqmtools.de,info@iqmtools.de,+49 7721 810622,+49 7721 810624,,,
iqs Software GmbH,Bühl,iqs Software GmbH Erlenstr. 13 CC 77815 Bühl Deutschland,www.iqs.de,info@iqs.de,+49 7223-28148-0,+49 7223-28148-100,,,
IRUBA Innovations GbR,Kronach,IRUBA Innovations GbR Turnstr. 1 96317 Kronach Deutschland,www.iruba.de,info@iruba.de,+49 9261-61599,+49 926161589,,,
ISBE GmbH,Stuttgart,ISBE GmbH Bahnhofstr. 29 70372 Stuttgart Deutschland,www.isbe.de,info@isbe.de,+49 711-22329870,+49 71122329871,,,
ISCAR Germany GmbH,Ettlingen,ISCAR Germany GmbH Eisenstockstr. 14 76275 Ettlingen Deutschland,www.iscar.de,gmbh@iscar.de,+49 7243-9908-0,+49 7243-9908-93,,,
ISD Software u. Systeme GmbH,Dortmund,ISD Software u. Systeme GmbH Hauert 4 44227 Dortmund Deutschland,www.isdcad.de,info@isdcad.de,+49 231-97930,+49 231/9793-101,,,
ISG Industrielle Steuerungstechnik GmbH,Stuttgart,ISG Industrielle Steuerungstechnik GmbH Gropiusplatz 10 70563 Stuttgart Deutschland,www.isg-stuttgart.de,info@isg-stuttgart.de,+49 711 22992-30,+49 711 22992-25,,,
ISH Ingenieursozietät GmbH,Kreuztal,ISH Ingenieursozietät GmbH Johannespfad 12 57223 Kreuztal Deutschland,www.ish-gmbh.com,info@ish-gmbh.com,+49 2732-55990,+49 2732-5599-199,25,1989,
Ishida GmbH,Schwäbisch Hall,Ishida GmbH Max-Planck-Str. 2 74523 Schwäbisch Hall Deutschland,www.ishida.de,info@ishida.de,+49 791-94516 0,+49 791 94516 99,,,
isitsAG International School of IT Security,Bochum,isitsAG International School of IT Security Huestr. 30 44787 Bochum Deutschland,www.is-its.org,info@is-its.org,+49 234 92 78-0,+49 234 92 7898-20,,,
Isoloc Schwingungstechnik GmbH,Stuttgart,Isoloc Schwingungstechnik GmbH Motorstr. 64 70499 Stuttgart Deutschland,www.isoloc.de,info@isoloc.com,+49 711-697600,+49 711690987,,,
ISPEX AG,Bayreuth,ISPEX AG Nürnberger Str. 38 95448 Bayreuth Deutschland,www.ispex.de,energie@ispex.de,+49 921 150 911 110,+49 (0921) 150 911 115,,,
ISRA Vision AG,Darmstadt,ISRA Vision AG Industriestr. 14 64297 Darmstadt Deutschland,www.isravision.com,info@isravision.com,+49 6151-948-0,+49 6151-948140,,,
iT Engineering Software Innovations GmbH,Pliezhausen,iT Engineering Software Innovations GmbH Jusistr. 4 72124 Pliezhausen Deutschland,www.ite-si.de,info@ite-si.de,+49 7127-92310,+49 7127923111,,,
it's OWL Clustermanagement GmbH,Paderborn,it's OWL Clustermanagement GmbH Zukunftsmeile 1 33102 Paderborn Deutschland,www.its-owl.de,,+49 521-9673322,,,,
iTAC Software AG,Montabaur,iTAC Software AG Aubachstr. 24 56410 Montabaur Deutschland,www.itac.de,kontakt@itac.de,+49 2602-10650,+49 2602106530,,,
ITALVACUUM SRL,Borgaro TO,ITALVACUUM SRL Via Stroppiana 3 10071 Borgaro TO Italien,www.italvacuum.com,marketing@italvacuum.com,+39 11 4704651,+39 11 4701010,,,
ITandFactory GmbH,Bad Soden,ITandFactory GmbH Auf der Krautweide 32 65812 Bad Soden Deutschland,www.ITandFactory.com,info@itandfactory.com,+49 6196-93490-0,+49 6196/6092206,,,
NTT DATA Business Solutions AG,Bielefeld,NTT DATA Business Solutions AG Königsbreede 1 33605 Bielefeld Deutschland,www.nttdata-solutions.com,info-solutions-de@nttdata.com,+49 521 914480,+49 521 91445100,,,
Item Industrietechnik GmbH,Solingen,Item Industrietechnik GmbH Friedenstr. 107 -109 42699 Solingen Deutschland,www.item.info,info@item.info,+49 212-6580-300,+49 212/6580-310,,,
ITH GmbH & Co. KG,Meschede,ITH GmbH & Co. KG Steinwiese 8 59872 Meschede Deutschland,www.ith.de,accounting@ith.com,+49 (029- 99620,+49 (0291) 996211,,,
ITK Engineering GmbH Niederlassung Rülzheim,Rülzheim,ITK Engineering GmbH Niederlassung Rülzheim Im Speyerer Tal 6 76761 Rülzheim Deutschland,www.itk-engineering.de,info@itk-engineering.de,+49 7272-77030,,,,
ITM UNITEC GmbH,Backnang,ITM UNITEC GmbH Kuchengrund 19 71522 Backnang Deutschland,www.itm-unitec.com,info@itm-unitec.com,+49 7191-4952650,+49 7191-49526510,,,
ITQ GmbH,Garching,ITQ GmbH Parkring 4 85748 Garching Deutschland,www.itq.de,info@itq.de,+49 89-32198176,+49 89/321981-89,,,
ITT Bornemann GmbH,Obernkirchen,ITT Bornemann GmbH Industriestr. 2 31683 Obernkirchen Deutschland,www.bornemann.com,info@bornemann.com,+49 5724-3900,+49 5724-390-290,,,
ITT Control Technologies GmbH,Bad König,ITT Control Technologies GmbH Werkstr. 5 64732 Bad König Deutschland,www.itt.com,burny.de@itt.com,+49 6063-93140,+49 6063 9314-44,,,
ITW Industrial Solutions ITW LLC & Co. KG,Eislingen,ITW Industrial Solutions ITW LLC & Co. KG Am Eichenbach 14 73054 Eislingen Deutschland,www.itwindustrialsolutions.com,info@itwindustrialsolutions.com,+49 800 6273002,+49 7041 963429,,,
IVD Industrieprodukte Vertriebs- Organisation für Deutschland GmbH,Gaildorf,IVD Industrieprodukte Vertriebs- Organisation für Deutschland GmbH Max-Eyth-Str. 10 74405 Gaildorf Deutschland,www.ivdgmbh.de,info@ivdgmbh.de,+49 7971 97890,+49 7971 978929,,,
IXARO-Solutions,Mannheim,IXARO-Solutions Saarburger Ring 32 68229 Mannheim Deutschland,www.ixaro.com,info@ixaro.com,+49 621-14596,+49 621-1565822,,,
J + P Maschinenbau GmbH,Kreischa,J + P Maschinenbau GmbH Am Berg 2 01731 Kreischa Deutschland,jp-maschinenbau.de,firma@jp-maschinenbau.de,+49 351-270320,+49 351-270320-10,,,
J. Auer - Fabrik elektrischer Maschinen Ges.m.b.H.,Wien,J. Auer - Fabrik elektrischer Maschinen Ges.m.b.H. Perfektastr. 102 1230 Wien Österreich,www.auer-signal.com,,+43 18138220,+43 1-815 99 51,,,
J. Engelsmann AG,Ludwigshafen,J. Engelsmann AG Frankenthaler Str. 137 -141 67059 Ludwigshafen Deutschland,www.engelsmann.de,info@engelsmann.de,+49 621590020,+49 621/59002-76,50 – 99 Mitarbeiter,1873 gegründet,
J. Rettenmaier & Söhne GmbH & Co.KG,Rosenberg,J. Rettenmaier & Söhne GmbH & Co.KG Holzmühle 1 73494 Rosenberg Deutschland,www.jrs.de,info@jrs.de,+49 7967-1520,+49 7967-1520-222,,,
