name,city,address,website,email,phone,fax,employees,year_founded,net_assets,net_assets_currency,net_assets_year
Igel Elektronik GmbH,Dortmund,Hauert 14 a 44227 Dortmund Deutschland,www.igelelektronik.de,info@igelelectric.de,+492317930500,+492317930502020,,,,,
IGEL Ingenieurgemeinschaft Erich Leitner AG,München,Anton-Ditt-Bogen 27 80939 München Deutschland,www.igel.ag,info@igel.ag,+498955279090,+49895527909400,,,,,
iGrafx GmbH,Karlsfeld,Dr.-Johann-Heitzer-Str. 2 85757 Karlsfeld Deutschland,www.igrafx.de,info.de@igrafx.com,+4981313175100,+498912471101,,,,,
igus GmbH,Köln,Spicher Str. 1 a 51147 Köln Deutschland,www.igus.de,info@igus.de,+49220396490,+49222,,,,,
IKA-Werke GmbH & Co. KG,Staufen,Janke & Kunkel-Str. 10 79219 Staufen Deutschland,www.ikaprocess.com,process@ika.de,+4976338310,,900,1910,183000000,€,2022
ILME GmbH Elektrotechnische Handelsgesellschaft,Wiehl,Max-Planck-Str. 12 51674 Wiehl Deutschland,www.ilme.de,technik@ilme.de,+49226179550,+49226179555,,,,,
ILUDEST Destillationsanlagen GmbH,Waldbüttelbrunn,Dachdeckerstr. 1 97297 Waldbüttelbrunn Deutschland,www.iludest.com,info@iludest.de,+49931497090,+499314042099,,,,,
Imagic Bildverarbeitung AG,Glattbrugg,Europa-Str. 27 8152 Glattbrugg Schweiz,www.imagic.ch,info@imagic.ch,+41448094060,+41448094061,,,,,
Imago Technologies GmbH,Friedberg,Straßheimer Str. 45 61169 Friedberg Deutschland,www.imago-technologies.com,info.itf@imago-technologies.com,+496041968672,+4960316842612,,,,,
IMAGO Technologies GmbH,Bensheim,Antares Vision S.r.l. Via del Ferro 16 25039 Travagliato Italien,www.antaresvision.com,info@antaresvision.com,+39307283500,+39305109958,,,,,
imc Test & Measurement GmbH,Friedrichsdorf,Max-Planck-Str. 22 b 61381 Friedrichsdorf Deutschland,www.imc-frankfurt.de,info@imc-frankfurt.de,+496172596720,+49617259672222,,,,,
IMDES CREATIVE SOLUTIONS,Bad Bentheim,Schulstr. 21 48455 Bad Bentheim Deutschland,www.imdes.de,info@imdes.de,+495924997337,+495924997338,,,,,
Imoberdorf AG Maschinenfabrik,OENSINGEN,Werkhofstr. 5 4702 OENSINGEN Schweiz,www.imoberdorf.com,verkauf@imoberdorf.com,+41623885151,+41623885155,,,,,
IMS Gear SE & Co. KGaA Manufacturing Engineering Business,Donaueschingen,Heinrich-Hertz-Str. 16 78166 Donaueschingen Deutschland,www.imsgear.com,info@imsgear.com,+4977185070,+497718507444,,,,,
IMS Integrierte Management- systeme AG,Rotkreuz,Suurstoffi 2 6343 Rotkreuz Schweiz,www.ims-ag.com,info@ims-ag.com,+41417980490,+41417980488,,,,,
ims Internationaler Medienservice Stein GmbH & Co. KG,Hamburg,Hopfensack 19 20457 Hamburg Deutschland,www.ims-online.de,rechnungen@ims-online.de,+4940235133400,+4940235133300,,,,,
IMS Verbindungstechnik GmbH & Co.KG,Neuenstein,Robert-Bosch-Str. 5 74632 Neuenstein Deutschland,www.ims-verbindungstechnik.com,info@ims-verbindungstechnik.com,+49794291310,+497942913152,,,,,
imtmedical ag,Buchs,Gewerbestr. 8 9470 Buchs Schweiz,www.imtmedical.com,,+41817506699,+41817506695,,,,,
IN Integrierte Informations- systeme GmbH,Konstanz,Am Seerhein 8 78467 Konstanz Deutschland,www.in-gmbh.de,info@in-gmbh.de,+49753181450,+497531814581,,,,,
in-tech GmbH,Garching,Parkring 2 85748 Garching Deutschland,www.in-tech.com,in-tech@in-tech.de,+498932198150,+4989321981599,,,,,
Inasoft GmbH,Lyssach,Bahnhofstr. 6 3421 Lyssach Schweiz,www.inasoft.ch,info@inasoft.ch,+41344452010,+41344452010,,,,,
INCLUSIFY AG,Nürnberg,Rothenburger Str. 241 90439 Nürnberg Deutschland,www.inclusify.de,office@inclusify.de,+4991195153740,,,,,,
Inconso GmbH,Bad Nauheim,In der Hub 2 - 8 61231 Bad Nauheim Deutschland,www.inconso.de,mail@inconso.de,+4960323480,+496032348100,,,,,
iNDAT Robotics GmbH,Ginsheim-Gustavsburg,Ginsheimer Str. 8 65462 Ginsheim-Gustavsburg Deutschland,www.indat.net,sekretariat@indat.net,+49613456480,+496134564829,,,,,
Index-Werke GmbH & Co. KG Hahn & Tessky,Esslingen,Plochinger Str. 92 73730 Esslingen Deutschland,www.index-werke.de,info@index-werke.de,+4971131910,+497113191587,,,,,
INDIUM CORPORATION OF AMERICA,UTICA,Lincoln Ave 1676 13502 UTICA USA,www.indium.com,askus@indium.com,+113158534900,+113158531000,,,,,
iNDTact GmbH,Würzburg,Friedrich-Bergius-Ring 15 97076 Würzburg Deutschland,www.indtact.de,info@indtact.com,+4993129997330,+4993129997325,,,,,
Indu-Sol GmbH,Schmölln,Blumenstr. 3 04626 Schmölln Deutschland,www.indu-sol.com,info@indu-sol.com,+493449158180,+493657349291,,,,,
INDUNORM Bewegungstechnik GmbH,Duisburg,Obere Kaiserswerther Str. 17 47249 Duisburg Deutschland,www.indunorm.eu,bt@indunorm.eu,+4920376910,+492037691292,,,,,
INDUS Holding AG,Bergisch Gladbach,Kölner Str. 32 51429 Bergisch Gladbach Deutschland,www.indus.de,indus@indus.de,+49220440000,+49220454523,,,,,
Industrial and Financial Systems IFS Deutschland GmbH & Co. KG,Erlangen,Am Weichselgarten 16 91058 Erlangen Deutschland,www.ifsworld.com/de,ifsde@ifsworld.com,+49913177340,+4991317734119,,,,,
Industrial Computer Source Deutschland GmbH,Pulheim,Marie-Curie-Str. 9 50259 Pulheim Deutschland,www.ics-d.de,vertrieb@ics-d.de,+492234982110,+4922349821199,,,,,
Industrie Informatik GmbH,Linz,Wankmüllerhofstr. 58 4020 Linz Österreich,www.industrieinformatik.com,info@industrieinformatik.com,+434373269780,+43732697812,,,,,
Industrie-Auktionshaus Bickel KG,Wittstock,Perleberger Str. 32 16909 Wittstock Deutschland,www.auktionshaus-bickel.de,info@auktionshaus-bickel.de,+49339440140,+493394401499,,,,,
Industrieanzeiger Konradin-Verlag Robert Kohlhammer GmbH,Leinfelden-Echterdingen,Konradin-Verlag Robert Kohlhammer GmbH Ernst-Mey-Str. 8,www.industrieanzeiger.de,media.industrie@konradin.de,+497117594552,,,,,,
Industrie-Partner GmbH,Coswig,An der Walze 11 01640 Coswig Deutschland,www.ip-coswig.de,info@ip-coswig.de,+4935238310,+49352383131,,,,,
INERTEC Löttechnik GmbH,Kreuzwertheim,Kreuzstr. 17 97892 Kreuzwertheim Deutschland,www.inertec.de,info@inertec.de,+49934292190,+499342921940,,,,,
Infastaub GmbH,Bad Homburg,Niederstedter Weg 19 61348 Bad Homburg Deutschland,www.infastaub.de,infa@infastaub.de,+49617230980,+496172309890,,,,,
Inficon GmbH,Köln,Bonner Str. 498 50968 Köln Deutschland,www.inficon.de,reach.germany@inficon.com,+49221567880,+4941429,,,,,
Infinite Devices GmbH,Magdeburg,Nachtweide 99 39124 Magdeburg Deutschland,www.infinitedevices.io,hello@infinitedevices.io,+4939125877880,,,,,,
INFORM GmbH,Aachen,Pascalstr. 35 52076 Aachen Deutschland,www.inform-software.de,invent@inform-software.com,+49240894561700,,,,,,
InfraLeuna GmbH,Leuna,Am Haupttor 06237 Leuna Deutschland,www.infraleuna.de,pr@infraleuna.de,+493461430,+493461434445,,,,,
InfraServ GmbH & Co. Gendorf KG,Burgkirchen,84504 Burgkirchen Deutschland,www.infraserv.gendorf.de,info@Infraserv.Gendorf.de,+49867970,+4986794545,,,,,
Infraserv GmbH & Co.Höchst KG,Frankfurt,Industriepark Höchst Gebäude C 770 65926 Frankfurt Deutschland,www.infraserv.com,kundenservice@infraserv.com,+49693056767,+4969305986767,,,,,
Yncoris GmbH & Co. KG,Hürth,50351 Hürth Deutschland,www.yncoris.com,info@infraserv-knapsack.de,+492233481212,+492233486503,,,,,
InfraTec GmbH Infrarotsensorik und Messtechnik,Dresden,Gostritzer Str. 61-63 01217 Dresden Deutschland,www.infratec.de,web@infratec.de,+49351828760,+4935182876543,,,,,
Ing. Erich Geiss GmbH & Co. KG Elektrotechnische Fabrik,Sulzbach,Bahnstr. 28 65843 Sulzbach Deutschland,www.erichgeiss.de,info@erichgeiss.de,+49619675132,+49619675140,,,,,
Ing. Punzenberger Copa-Data GmbH,Ottobrunn,Copa-Data GmbH Karolingerstr. 7 B 5020 Salzburg Österreich,www.copadata.com,sales@copadata.com,+436624310020,+4366243100223,,,,,
Ingersoll Werkzeuge GmbH,Haiger,Kalteiche-Ring 21-25 35708 Haiger Deutschland,www.ingersoll-imc.de,info@ingersoll-imc.de,+4927737420,+492773742814,,,,,
INGUN Prüfmittelbau GmbH,Konstanz,Max-Stromeyer-Str. 162 78467 Konstanz Deutschland,www.ingun.com,info@ingun.com,+49753181050,+497531810565,,,,,
iniNet Solutions GmbH,Muttenz,Fichtenhagstr. 2 4132 Muttenz Schweiz,www.spidercontrol.net/,info@ininet.ch,+41617169626,+41617169617,,,,,
INMATEC Gase Technologie GmbH & Co. KG,Herrsching,Gewerbestr. 72 82211 Herrsching Deutschland,www.inmatec.de,info@inmatec.de,+49815290970,+498152909710,,,,,
INNEO Solutions GmbH,Ellwangen,Rindelbacher Str. 42 73479 Ellwangen Deutschland,www.inneo.com,inneo@inneo.de,+4979618900,+497961890177,,,,,
InnoCoat GmbH,Nürnberg,Nimrodstr. 9 90441 Nürnberg Deutschland,www.inno-coat.de,info@inno-coat.de,+4991123980460,+499112980469,,,,,
InnoLas Solutions GmbH,Krailling,Pionierstr. 6 82152 Krailling Deutschland,www.innolas.de,info@innolas-solutions.com,+498981059168,+4989810591681900,,,,,
Innomatec Test - und Sonderanlagen GmbH,Idstein,Am Wörtzgarten 12 65510 Idstein Deutschland,www.innomatec.de,innomatec@innomatec.de,+49612694200,+496126942040,,,,,
InnoSenT GmbH,Donnersdorf,Am Rödertor 30 97499 Donnersdorf Deutschland,www.innosent.de,info@innosent.de,+49952895180,+499528951899,,,,,
INNOWATECH GmbH,Empfingen,Alte Kaserne 28 72186 Empfingen Deutschland,www.innowatech.de,info@innowatech.de,+4974859787470,+49748597874755,,,,,
INOCON GmbH,Rheinbach,Industriestr. 31 53359 Rheinbach Deutschland,www.inocon.de,info@inocon.de,+492226909870,+4922269098799,,,,,
InoNet Computer GmbH,Taufkirchen,Wettersteinstr. 18 82024 Taufkirchen Deutschland,www.inonet.com,info@inonet.com,+49896660960,+4989666096100,,,,,
INOSOFT GmbH,Hiddenhausen,Bünder Str. 194 32120 Hiddenhausen Deutschland,www.inosoft.com,info@inosoft.com,+495221166602,+495221166650,,,,,
inotec AP GmbH,Wettenberg,Felsweg 12 35435 Wettenberg Deutschland,www.inotec-ap.de,kontakt@inotec-ap.de,+49641986130,+496419861329,,,,,
Inovance Technology Europe GmbH,Pleidelsheim,Gottlieb-Daimler-Str. 17 /2 74385 Pleidelsheim Deutschland,www.inovance.eu,info@inovance.eu,+4971448990,+497144899299,,,,,
inpotron Schaltnetzteile GmbH,Hilzingen,Hebelsteinstr. 5 78247 Hilzingen Deutschland,www.inpotron.com,info@inpotron.com,+49773197570,+497731975710,,,,,
InQu Informatics GmbH,Dresden,Sudhausweg 3 01099 Dresden Deutschland,www.inqu.de,office@inqu.de,+493512131400,+493512131444,,,,,
inray Industriesoftware GmbH,Schenefeld,Holstenstr. 40 25560 Schenefeld Deutschland,www.inray.de,info@inray.de,+49489280170,+49489280171,,,,,
INSEVIS GmbH,Erlangen,Am Weichselgarten 7 91058 Erlangen Deutschland,www.insevis.de,info@insevis.de,+499131691440,+499131691444,,,,,
Insituware LLC,Mullica,Gilbreth Pkwy 107 08062 Mullica USA,www.insituware.com,info@insituware.com,+18446560664,,,,,,
INSIZE GmbH & Co. KG,Siegen,Homburger Str. 18 57074 Siegen Deutschland,www.insize.de,support@insize.de,+4927123577176,,,,,,
INSPEKTO Israel Headquaters,Ramat Gan,Jabotinsky Road 7 5252007 Ramat Gan Israel,www.inspekto.com,info@inspekto.com,+972972544228098,,,,,,
Institut für Fernunterricht Rolf Fr. Weber Verlags-GmbH,Großenkneten,Neerstedter Str. 8 26197 Großenkneten Deutschland,www.fernschule-weber.de,info@fernschule-weber.de,+494487263,+494487264,,,,,
Instrument Systems Optische Messtechnik GmbH,München,Kastenbauerstr. 2 81677 München Deutschland,www.instrumentsystems.de,webinfo@instrumentsystems.de,+498945490,+498945494311,,,,,
INSYS MICROELECTRONICS GmbH,Regensburg,Hermann-Köhl-Str. 22 93049 Regensburg Deutschland,www.insys-icom.de,insys@insys-tec.de,+49941586920,+499415869245,,,,,
INTEC International GmbH,Hechingen,Killertalstr. 4 72379 Hechingen Deutschland,www.intec-international.com/de.html,kontakt@intec-international.com,+497477918940,+4974779189471,,,,,
Interflux Electronics NV,Gent,Eddastraat 51 9042 Gent Belgien,www.interflux-electronics.com,info@interflux-electronics.com,+3292514959,+3292519636,,,,,
Intermas-Elcom GmbH,Darmstadt,Daimlerweg 6 64293 Darmstadt Deutschland,www.intermas-el.com,info@intermas-el.com,+49615113730,+4961511373100,,,,,
Intertechnik Elze GmbH & Co. KG,Elze,Wernher-von-Braun-Str. 1 31008 Elze Deutschland,www.ite.de,info@ite.de,+49506840220,+49506840222244,,,,,
Invensys Systems GmbH,Neuss,Hermann-Klammt-Straße 1-3 41460 Neuss Deutschland,www.schneider-electric.de/de,de-schneider-service@schneider-electric.com,+49213140620,+49167,,,,,
Inventec Performance Chemicals,Vincennes Cedex,INVENTEC Performance Materials avenue du Petit Parc 26 94683 Vincennes Cedex Frankreich,www.inventec.dehon.com,,+33143987500,+33143982151,,,,,
INVENTEC Performance Materials,Vincennes Cedex,avenue du Petit Parc 26 94683 Vincennes Cedex Frankreich,www.inventec.dehon.com,,+33143987500,+33143982151,,,,,
Inverto GmbH,Köln,Lichtstr. 43 I 50825 Köln Deutschland,www.inverto.com,kontakt@inverto.com,+492214856870,+49211485687140,,,,,
Invest in Mecklenburg-Vorpommern GmbH,Schwerin,Schloßgartenallee 15 19061 Schwerin Deutschland,www.invest-in-mv.de,info@invest-in-mv.de,+4938559220,+493855922522,,,,,
IoTOS GmbH,Limburg,Industriestr. 11-13 65549 Limburg Deutschland,www.iotos.io,info@iotos.io,+496431968570,,,,,,
IP Gansow GmbH,Unna,Dreherstr. 9 59425 Unna Deutschland,www.gansow.de,info@gansow.de,+49230325800,+4923032580199,,,,,
Ipack Ima S.r.l.,RHO,S.S. del Sempione 28 20017 RHO Italien,www.ipackima.it,cbassan@ipackima.it,+3923191091,+39233619826,,,,,
IPCO Germany GmbH,Fellbach,Salierstr. 35 70736 Fellbach Deutschland,www.ipco.com,info.ipde@ipco.com,+4971151050,+497115105152,,,,,
IPETRONIK GmbH & Co. KG,Baden-Baden,Im Rollfeld 28 76532 Baden-Baden Deutschland,www.ipetronik.com,info@ipetronik.com,+49722199220,+4972219922100,,,,,
IPG Automotive GmbH,Karlsruhe,Bannwaldallee 60 76185 Karlsruhe Deutschland,www.ipg.de,info@ipg.de,+49721985200,+497219852099,,,,,
IPR Intelligente Peripherien für Roboter GmbH,Eppingen,Jakob-Dieffenbacher-Str. 4/2 75031 Eppingen Deutschland,www.iprworldwide.com,info@iprworldwide.com,+4972629239100,+4972629239400,,,,,
IPTE Germany GmbH,Heroldsberg,Schleifweg 14 90562 Heroldsberg Deutschland,www.ipte.com,info@ipte.com,+4991178480,+499117848204,,,,,
IPV Industrie-Pumpen Vertriebs GmbH,Dresden,Bosewitzer Str. 20 01259 Dresden Deutschland,www.industriepumpen.de,service@industriepumpen.de,+493512879880,+4935128798820,,,,,
IQM TOOLS GMBH,Villingen-Schwenningen,Grabenäckerstr. 38 78054 Villingen-Schwenningen Deutschland,www.iqmtools.de,info@iqmtools.de,+497721810622,+497721810624,,,,,
iqs Software GmbH,Bühl,Erlenstr. 13 CC 77815 Bühl Deutschland,www.iqs.de,info@iqs.de,+497223281480,+49722328148100,,,,,
IRUBA Innovations GbR,Kronach,Turnstr. 1 96317 Kronach Deutschland,www.iruba.de,info@iruba.de,+49926161599,+49926161589,,,,,
ISBE GmbH,Stuttgart,Bahnhofstr. 29 70372 Stuttgart Deutschland,www.isbe.de,info@isbe.de,+4971122329870,+4971122329871,,,,,
ISCAR Germany GmbH,Ettlingen,Eisenstockstr. 14 76275 Ettlingen Deutschland,www.iscar.de,gmbh@iscar.de,+49724399080,+497243990893,,,,,
ISD Software u. Systeme GmbH,Dortmund,Hauert 4 44227 Dortmund Deutschland,www.isdcad.de,info@isdcad.de,+4923197930,+492319793101,,,,,
ISG Industrielle Steuerungstechnik GmbH,Stuttgart,Gropiusplatz 10 70563 Stuttgart Deutschland,www.isg-stuttgart.de,info@isg-stuttgart.de,+497112299230,+497112299225,,,,,
ISH Ingenieursozietät GmbH,Kreuztal,Johannespfad 12 57223 Kreuztal Deutschland,www.ish-gmbh.com,info@ish-gmbh.com,+49273255990,+4927325599199,25,1989,,,
Ishida GmbH,Schwäbisch Hall,Max-Planck-Str. 2 74523 Schwäbisch Hall Deutschland,www.ishida.de,info@ishida.de,+49791945160,+497919451699,,,,,
isitsAG International School of IT Security,Bochum,Huestr. 30 44787 Bochum Deutschland,www.is-its.org,info@is-its.org,+4923492780,+4923492789820,,,,,
Isoloc Schwingungstechnik GmbH,Stuttgart,Motorstr. 64 70499 Stuttgart Deutschland,www.isoloc.de,info@isoloc.com,+49711697600,+49711690987,,,,,
ISPEX AG,Bayreuth,Nürnberger Str. 38 95448 Bayreuth Deutschland,www.ispex.de,energie@ispex.de,+49921150911110,+490921150911115,,,,,
ISRA Vision AG,Darmstadt,Industriestr. 14 64297 Darmstadt Deutschland,www.isravision.com,info@isravision.com,+4961519480,+496151948140,,,,,
iT Engineering Software Innovations GmbH,Pliezhausen,Jusistr. 4 72124 Pliezhausen Deutschland,www.ite-si.de,info@ite-si.de,+49712792310,+497127923111,,,,,
it's OWL Clustermanagement GmbH,Paderborn,Zukunftsmeile 1 33102 Paderborn Deutschland,www.its-owl.de,,+495219673322,,,,,,
iTAC Software AG,Montabaur,Aubachstr. 24 56410 Montabaur Deutschland,www.itac.de,kontakt@itac.de,+49260210650,+492602106530,,,,,
ITALVACUUM SRL,Borgaro TO,Via Stroppiana 3 10071 Borgaro TO Italien,www.italvacuum.com,marketing@italvacuum.com,+39114704651,+39114701010,,,,,
ITandFactory GmbH,Bad Soden,Auf der Krautweide 32 65812 Bad Soden Deutschland,www.itandfactory.com,info@itandfactory.com,+496196934900,+4961966092206,,,,,
NTT DATA Business Solutions AG,Bielefeld,Königsbreede 1 33605 Bielefeld Deutschland,www.nttdata-solutions.com,info-solutions-de@nttdata.com,+49521914480,+4952191445100,,,,,
Item Industrietechnik GmbH,Solingen,Friedenstr. 107 -109 42699 Solingen Deutschland,www.item.info,info@item.info,+492126580300,+492126580310,,,,,
ITH GmbH & Co. KG,Meschede,Steinwiese 8 59872 Meschede Deutschland,www.ith.de,accounting@ith.com,+4902999620,+490291996211,,,,,
ITK Engineering GmbH Niederlassung Rülzheim,Rülzheim,Im Speyerer Tal 6 76761 Rülzheim Deutschland,www.itk-engineering.de,info@itk-engineering.de,+49727277030,,,,,,
ITM UNITEC GmbH,Backnang,Kuchengrund 19 71522 Backnang Deutschland,www.itm-unitec.com,info@itm-unitec.com,+4971914952650,+49719149526510,,,,,
ITQ GmbH,Garching,Parkring 4 85748 Garching Deutschland,www.itq.de,info@itq.de,+498932198176,+498932198189,,,,,
ITT Bornemann GmbH,Obernkirchen,Industriestr. 2 31683 Obernkirchen Deutschland,www.bornemann.com,info@bornemann.com,+4957243900,+495724390290,,,,,
ITT Control Technologies GmbH,Bad König,Werkstr. 5 64732 Bad König Deutschland,www.itt.com,burny.de@itt.com,+49606393140,+496063931444,,,,,
ITW Industrial Solutions ITW LLC & Co. KG,Eislingen,Am Eichenbach 14 73054 Eislingen Deutschland,www.itwindustrialsolutions.com,info@itwindustrialsolutions.com,+498006273002,+497041963429,,,,,
IVD Industrieprodukte Vertriebs- Organisation für Deutschland GmbH,Gaildorf,Max-Eyth-Str. 10 74405 Gaildorf Deutschland,www.ivdgmbh.de,info@ivdgmbh.de,+49797197890,+497971978929,,,,,
IXARO-Solutions,Mannheim,Saarburger Ring 32 68229 Mannheim Deutschland,www.ixaro.com,info@ixaro.com,+4962114596,+496211565822,,,,,
J + P Maschinenbau GmbH,Kreischa,Am Berg 2 01731 Kreischa Deutschland,www.jp-maschinenbau.de,firma@jp-maschinenbau.de,+49351270320,+4935127032010,,,,,
J. Auer - Fabrik elektrischer Maschinen Ges.m.b.H.,Wien,Perfektastr. 102 1230 Wien Österreich,www.auer-signal.com,,+4318138220,+4318159951,,,,,
J. Engelsmann AG,Ludwigshafen,Frankenthaler Str. 137 -141 67059 Ludwigshafen Deutschland,www.engelsmann.de,info@engelsmann.de,+49621590020,+496215900276,50,1873,,,
J. Rettenmaier & Söhne GmbH & Co.KG,Rosenberg,Holzmühle 1 73494 Rosenberg Deutschland,www.jrs.de,info@jrs.de,+4979671520,+4979671520222,,,,,
J.Schmalz GmbH,Glatten,Johannes-Schmalz-Str. 1 72293 Glatten Deutschland,www.schmalz.com,schmalz@schmalz.de,+49744324030,+4974432403259,,,,,
J. Schneider Elektrotechnik GmbH,Offenburg,Helmholtzstr. 13 77652 Offenburg Deutschland,www.j-schneider.de,info@j-schneider.de,+497812060,+4978125318,,,,,
J. D. Neuhaus GmbH & Co. KG,Witten,58449 Witten Deutschland,www.jdngroup.com,info@jdngroup.com,+4923022080,+492302208286,,,,,
J.G. Weisser Söhne Werkzeugmaschinen-Fabrik,St. Georgen,Johann-Georg-Weisser-Str. 1 78112 St. Georgen Deutschland,www.weisser-web.com,info@weisser-web.com,+4977248810,+497724881371,,,,,
Jabitherm Rohrsysteme AG,Troisdorf,Brügger Str. 6 53842 Troisdorf Deutschland,www.jabitherm.de,info@jabitherm.com,+49224142096,+492241953540,,,,,
Jacob GmbH Elektrotechnische Fabrik,Kernen,Gottlieb-Daimler-Str. 11 71394 Kernen Deutschland,www.jacob-gmbh.de,jacob@jacob-gmbh.de,+49715140110,+497151401149,,,,,
JAESPA Maschinenfabrik Karl Jäger GmbH,Spangenberg,Jahnstr. 21 34286 Spangenberg Deutschland,www.jaespa.de,info@jaespa.de,+4956635050,+49566350540,,,,,
JAG Jakob Prozesstechnik AG,Brügg BE,Industriestr. 20 2555 Brügg BE Schweiz,www.jag.ch,jagpt@jag.ch,+41323743030,+41323743031,,,,,
JAGGAER Austria GmbH,Wien,Wienerbergstr. 11 1100 Wien Österreich,www.jaggaer.com/de,ap_austria@jaggaer.com,+4318049080,+43180490899,1000,1995,,,
JAI A/S,Großwallstadt,Industriering 7 63868 Großwallstadt Deutschland,www.jai.com,info@jai.com,+496022261500,,,,,,
JAI A/S,Valby,Valby Torvegade 17 1.SAL 2500 Valby Dänemark,www.jai.com,,+4544578888,+4544913252,,,,,
Janitza Electronics GmbH,Lahnau,Vor dem Polstück 6 35633 Lahnau Deutschland,www.janitza.de,info@janitza.de,+49644196420,+496441964230,,,,,
Kunststofftechnik Jantsch GmbH,Nürnberg,Willstätterstr. 50 90449 Nürnberg Deutschland,www.jantsch.de,info@jantsch.de,+49911967890,+499119678980,,,,,
Janz Tec AG,Paderborn,Im Dörener Feld 8 33100 Paderborn Deutschland,www.janztec.com,mail@janztec.com,+49525115500,+4952511550190,,,,,
JAUCH QUARTZ GmbH,Villingen-Schwenningen,In der Lache 24 78056 Villingen-Schwenningen Deutschland,www.jauch.com,info@jauch.com,+4977209450,+497720945108,,,,,
Jedox AG,Freiburg,Bismarckallee 7 A 79098 Freiburg Deutschland,www.jedox.com,info@jedox.com,+49761151470,,,,,,
Jenaer Antriebstechnik GmbH,Jena,Buchaer Str. 1 07745 Jena Deutschland,www.jat-gmbh.de,info@jat-gmbh.de,+493641633760,+4936416337626,,,,,
JENOPTIK Automatisierungstechnik GmbH,Jena,Konrad-Zuse-Str. 6 07745 Jena Deutschland,www.jenoptik.com,info@jenoptik.de,+493641650,+493641651,,,,,
JENOPTIK AG,Jena,07739 Jena Deutschland,www.jenoptik.de,info@jenoptik.com,+493641650,+493641424514,,,,,
Jenoptik Industrial Metrology Germany GmbH,Villingen-Schwenningen,Drachenloch 5 78052 Villingen-Schwenningen Deutschland,www.jenoptik.com,metrology@jenoptik.com,+49772168130,+4977216813444,,,,,
JENOPTIK Optical Systems GmbH,Jena,JENOPTIK AG 07739 Jena Deutschland,www.jenoptik.de,info@jenoptik.com,+493641650,+493641424514,,,,,
JESA SA,Villars Sur Glâne,Petit Moncor 9 1752 Villars Sur Glâne Schweiz,www.jesa.com,info@jesa.com,+41264084700,+41264084701,,,,,
JET PRESS Limited,Nottinghamshire,Nunn Close Huthwaite NG17 2HW Nottinghamshire Vereinigtes Königreich,www.jetpress.de,,+441623551800,+441623551175,,,,,
Jetter AG,Ludwigsburg,Gräterstr. 2 71642 Ludwigsburg Deutschland,www.jetter.de,info@jetter.de,+49714125500,+4971412550425,,,,,
Joachim Uhing GmbH & Co. KG,Flintbek,Konrad-Zuse-Ring 20 24220 Flintbek Deutschland,www.uhing.com,sales@uhing.com,+4943479060,+49434790640,,,,,
Jobs SPA,Piacenza PC,Via Emilia Parmense 164 29100 Piacenza PC Italien,www.jobs.it,,+39523549611,+39523549750,,,,,
Johannes Krupp Werkzeug und Maschinenbau GmbH & Co.KG,Hillscheid,Auf den Dorfwiesen 11 56204 Hillscheid Deutschland,www.krupp-werkzeugbau.de,info@krupp-werkzeugbau.de,+4926246926,+4926242602,,,,,
JP Kummer Semiconductor Technology GmbH,Augsburg,Steinerne Furt 78 86167 Augsburg Deutschland,www.jpkummer.com/de/,sales_de@jpkummer.de,+4982199977390,+4982199977391,,,,,
Johs. Boss GmbH & Co. KG,Albstadt,Johannes-Boss-Str. 9 72461 Albstadt Deutschland,www.johs-boss.de,contact@johs-boss.de,+49743290870,+497432908760,,,,,
Joke Technology GmbH,Bergisch Gladbach,Asselborner Weg 14-16 51429 Bergisch Gladbach Deutschland,www.joke-technology.com,info@joke.de,+4922048390,+49220483961,,,,,
JOMESA Meßsysteme GmbH,Ismaning,Adalperostr. 29 85737 Ismaning Deutschland,www.jomesa.de,vertrieb@jomesa.de,+49895488370,+4989594952,,,,,
Jongen Werkzeugtechnik GmbH,Willich,Siemensring 11 47877 Willich Deutschland,www.jongen.de,info@jongen.de,+49215492850,+4921549285911976,,,,,
Jörg Wappler Werkzeugmaschinen e. K.,Weinböhla,Niederauer Str. 42 a 01689 Weinböhla Deutschland,www.wappler-werkzeugmaschinen.de,info@wappler-werkzeugmaschinen.de,+49352433300,+493524333033,,,,,
Josef Blässinger GmbH + Co. KG,Ostfildern,Zeppelinstr. 18 73760 Ostfildern Deutschland,www.blaessinger.de,info@blaessinger.de,+49711167080,+497111670888,,,,,
Joseph Beratung # Management mit Sy,Leverkusen,Heinrich-Claes-Str. 5 51373 Leverkusen Deutschland,www.joseph-beratung.de,admin@joseph-beratung.de,+492143148154,,,,,,
JSP Safety GmbH,Düsseldorf,Wiesenstr. 57 40549 Düsseldorf Deutschland,www.jspsafety.com,,+4921150668449,,,,,,
JUKI Automation Systems GmbH,Nürnberg,Neuburger Str. 41 90451 Nürnberg Deutschland,www.juki-smt.com,vp.info@ml.juki.com,+499119362660,+4991193626626,,,,,
JULABO GmbH,Seelbach,Gerhard-Juchheim-Str. 1 77960 Seelbach Deutschland,www.julabo.com,info.de@julabo.com,+497823510,+4978232491,,,,,
Julius vom Hofe GmbH & Co. KG,Lüdenscheid,Bromberger Str. 4 58511 Lüdenscheid Deutschland,www.hofe.de,info@hofe.de,+49235198800,+492351988010,,,,,
